recclass reclat
H5 -84.000000
L5 -84.000000
Eucrite-br -84.000000
L6 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L6 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
Eucrite-unbr -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
CK4 -84.000000
CK4 -84.000000
CK4 -84.000000
CK4 -84.000000
CK4 -84.000000
CK5 -84.000000
CK5 -84.000000
LL5 -84.000000
H5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L6 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
CM2 -84.000000
LL5 -84.000000
LL6 -84.000000
L6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
L6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H4 -84.000000
H4 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
L5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
Eucrite-br -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
L6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H6 
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5/6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
CM2 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL6 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
L5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
LL5 -84.000000
H4 20.633330
"Pallasite 1984
"Iron 1908
LL3.6 -30.150000
L3.7 23.143020
L6 34.445670
H6 -20.366670
"Iron 1886
H4 32.446670
LL3.4 34.767780
H5 34.783330
H3.8 45.700000
CO3.2 -35.906670
L3 51.800000
H4/5 21.371150
H4/5 21.370300
H4/5 21.348450
H4/5 21.348230
H5 21.225130
H5 21.178950
H5 21.174600
L4 21.168300
H4 21.136630
H4 21.138300
H5 21.158200
H5 21.167430
H5 21.157400
H5 21.059780
H5 21.172770
L6 21.166380
H5 21.158400
H6 21.211930
H6 21.212720
H6 21.127300
H5 21.152000
H5 21.493120
H4 21.376050
H5 21.376280
H5 21.358850
H5 21.310370
H5 21.260050
H5 21.199180
H5 21.199180
H5 21.199180
H4 21.273270
L6 21.338020
H4/5 21.362030
LL3-5 21.362300
H5 21.368650
H6 
H4/5 21.372900
H4/5 21.376020
H5 21.370530
H4/5 21.371620
H4/5 21.371070
L6 22.341430
L6 22.130150
H5 22.032100
H4-5 22.027620
H6-melt breccia 21.368630
L6 21.337350
L6 20.202300
H6 20.243320
H5 20.263620
H4 20.264050
H5 20.036950
H5 20.054250
Ureilite 20.170000
L6 20.727980
H5 20.046830
L6 20.465430
H5 20.568480
Mesosiderite 20.005100
R5 20.008100
Mesosiderite 20.005520
Mesosiderite 20.004580
L6 20.628200
L6 20.629730
L3.4 20.620500
L6 20.632200
H3.8/3.9 20.585680
H5 20.584080
H5 20.576980
Chondrite-ung 20.585870
H5 20.594120
H5 20.589120
H5 20.579720
H3/4 20.562780
L6 20.574450
H5 20.457920
H3.9 20.556900
L4 20.475670
L4 20.474930
CV3 20.531870
L6 20.532130
H4 20.541830
L6 20.545080
H5 20.569800
L6 20.562500
L4 20.560850
L5 20.560220
H4 20.597630
H5 20.555750
H5 20.554070
H5 20.552150
H5 20.550100
L5-6 20.018120
H4 20.473930
H4 20.565370
H4 20.595850
H4 20.596720
L5 20.595180
H4 20.717780
L5 20.767750
LL4 20.017980
L5 20.598880
H4 20.585130
H4 20.563220
H5 20.839300
Ureilite 20.311420
L4 20.306780
R5 20.002370
H4 20.015770
CV3 20.031380
L4 20.053400
H4 20.048120
R5 20.005530
H5 20.023470
L4 20.047380
H6 20.037880
H5 20.046370
L6 20.218900
H~6 20.001800
L~6 20.050130
LL6 20.013520
L6 20.239900
L6 20.709230
L3 20.029680
Mesosiderite 20.008030
LL6 20.597100
H6 20.581430
H6 20.571280
L6 20.553400
L6 20.524700
L5 20.504830
L4-6 20.519680
H4 20.580770
L6 20.542600
L6 20.522500
H5 20.617280
H4 20.632570
H5 20.596580
H3-6 20.570920
H3-5 20.578070
H4 20.787770
LL5 20.519470
L6 20.515730
H4-5 20.507880
Diogenite 20.476780
L4-6 20.457080
H4 20.513530
L6 20.523400
L4 20.528280
L6 20.598320
H5-6 20.628370
L6 20.692820
H4 20.669730
L6 20.668420
L6 20.667480
L6 20.667130
L6 20.667450
L6 20.666420
L4 20.037280
H4 20.144750
H4 20.447220
H6 20.438020
L6 20.414870
H6 20.489830
H4-6 20.526270
H4 20.487850
Brachinite 20.765800
H3-6 20.783080
H4-6 20.783880
H6 20.798200
H6 20.798920
H6 20.801600
H6 20.801780
L5 20.894850
L5 20.893280
L5 20.893350
H5 20.881870
L6 20.872800
H5 20.884730
H3 20.919030
L3-6 20.799070
L6 20.118580
L6 20.260430
H4 20.406270
L6 20.413630
L6 20.420850
H3 20.001250
L5 20.079170
L5 20.091500
H5 20.804230
H3.6 20.802250
L6 20.782700
L3.9 20.801030
H6 20.808530
H3.6 20.814030
H3.6 20.802650
H3.6-6 20.798820
L6 20.793150
L6 20.787220
H4 20.760320
H5 20.495170
H5 20.470150
H6 20.473880
H4 20.494820
H6 20.494080
L6 20.437730
H7 20.386070
H5 20.384300
L6 20.383330
L6 20.383670
H5 20.360930
H6 20.317770
H5 20.340880
L5 20.421450
L6 20.431820
L6 20.449220
H6 20.454500
H4 20.476030
L5 20.481380
L6 20.505130
H6 20.505820
H6 20.508880
H5 20.511120
L4-5 20.521120
H4-6 20.519420
H5 20.510170
H5 20.512130
LL6 20.506270
LL6 20.504220
H5 20.506030
LL6 20.507970
H3.7 20.500200
L3.9-5 20.494880
H6 20.525250
H4 20.546280
H5 20.572580
L6 20.576000
H5 20.587970
L6 20.568080
L6 20.130850
H3.6 20.117920
Mesosiderite-C2 20.004900
LL3.3 20.054730
H6 20.058700
H4 20.015970
L6 20.013150
L4-6 20.051250
H3.8-6 20.094900
H6 20.094430
H4 20.145020
H6 20.146000
H4 20.147230
L6 20.146900
H4 20.146900
L6 20.146500
L6 20.146730
L6 20.151220
H6 20.191900
L3.8 20.187580
H4 20.145050
H4 20.217270
H6 20.220830
L6 20.220020
H5 20.219050
H6 20.220600
H6 20.217920
H5 20.217580
H5 20.216680
H5 20.202400
H5 20.202730
L5 20.331150
H5 20.341380
H4 20.335130
H5 20.335320
H5 20.334070
L6 20.393600
L6 20.446850
Ureilite 20.417050
L6 20.424580
H3.7-5 20.505200
H3.4-5 20.499170
L6 20.313220
H5 20.332450
H4 20.113060
H5 20.098890
L6 20.103610
H5 31.166670
Eucrite-mmict 24.300000
"Iron 1882
"Iron 1975
L5 35.400500
H4 38.616670
"Iron 1909
"Pallasite 1959
H5 -30.366670
L6 39.783330
L/LL5 24.978330
L3.0-3.9 -76.241030
H6 -76.241030
L6 -76.246150
H6 -76.242090
LL6 -76.237200
H5 -76.237730
CM2 -76.231400
CM2 -76.240680
CM2 -76.242050
Eucrite-br -76.246660
LL6 -76.220840
L5 -76.230650
H6 -76.231240
L6 -76.260770
L6 -76.231470
L6 -76.220100
L4 -76.255890
H5 -76.231160
L6 -76.271650
LL3.7 -76.219770
L6 -76.219760
H6 -76.238330
LL3.7 -76.242790
LL4 -76.220740
H5 -76.247500
L6 -76.247170
H5 -76.231840
L6 -76.221240
H5 -76.219930
L6 -76.220290
H5 -76.220670
L6 -76.220000
LL6 -76.238970
L6 -76.220840
L6 -76.220550
L6 -76.221730
H5 -76.220080
L6 -76.219870
L6 -76.219870
L6 -76.219830
H4 -76.232900
CH3 -76.231290
L6 -76.241810
H6 -76.240410
L6 -76.220040
L6 -76.219870
H6 -76.239860
L6 -76.241710
L6 -76.224190
L6 -76.219990
L6 -76.219920
L6 -76.230980
L6 -76.240300
L6 -76.266670
H4 -76.266670
L6 -76.266670
H4 -76.266670
H5 -76.266670
L6 -76.266670
L6 -76.266670
H6 -76.213910
H5 -76.266670
L3.5-3.8 -76.216150
H6 -76.240170
H6 -76.266670
L5 -76.226430
H5 -76.266670
Mesosiderite-an -76.215410
H6 -76.231280
L6 -76.250900
H6 -76.206570
Eucrite-br -76.210790
H3.8 -76.207330
H6 -76.217450
H3.2-3.7 -76.214980
H6 -76.209400
L5 -76.266670
H5 -76.221930
H6 -76.211100
H6 -76.240780
H6 -76.206790
L6 -76.221160
L4 -76.217760
H5 -76.206760
H5 -76.237810
L6 -76.242260
H5 -76.223330
H6 -76.236140
LL6 -76.238370
H5 -76.223050
Eucrite-unbr -76.206140
L6 -76.236110
"Iron 1980
H5 -76.215920
L5 -76.223840
Mesosiderite-an -76.207750
H5 -76.207560
H6 -76.229000
H4 -76.207980
H5 -76.221720
LL5 -76.235290
LL6 -76.219000
H5 -76.206920
H4 -76.222270
LL6 -76.243690
Ureilite -76.226160
H5 -76.249840
CV3 -76.211710
L4 -76.219640
H5 -76.210130
H5 -76.217300
H5 -76.238800
Mesosiderite-an -76.208090
H5 -76.206100
LL6 -76.235990
H5 -76.228670
H5 -76.223050
H5 -76.246990
L6 -76.215470
LL5 -76.222780
H6 -76.223300
H6 -76.206630
L3.6-4 -76.218050
H5 -76.223420
Mesosiderite-an -76.213210
EH5 -76.235370
H5 -76.220620
L6 -76.235030
H6 -76.209210
Mesosiderite-an -76.208640
L6 -76.221410
H6 -76.214660
H6 -76.238430
H4 -76.206550
L5 -76.233020
L6 53.075000
H6 35.653060
H6 35.645520
H6 35.646400
H6 35.646450
H4 35.627050
H3.6 35.627230
H6 35.661850
L5 35.663750
L5 35.697320
L5/6 35.679470
H4 35.644800
H4 35.626820
H4 35.697330
H4 35.633330
H5 35.641330
L6 35.647000
L3.4 35.658680
H4 35.640000
H6 35.624530
"Iron 1808
"Iron 1976
Iron 40.250000
"Iron 1969
H4 53.932900
"Iron 1895
H5 25.583330
L5 25.633330
H4 25.633330
H5 -30.066670
L6 -30.066670
L5 -30.066670
H5 -30.250000
L5-6 -30.150000
H5 -30.600000
L6 -30.650000
L6 -30.083330
H4 -30.316670
H6 -30.321670
H3-6 -30.216670
L6 -30.500000
Brachinite -30.083330
L6 -30.083330
H5 -30.286670
Ureilite-pmict -30.166670
L3.7 -30.166670
L5 -30.083330
L6 -30.517330
L6 -30.516670
L6 -30.067830
H4 -30.302830
H5 -30.300830
H5 -30.318330
L6 -30.286670
LL6 -30.248330
Brachinite -30.318060
H6 -30.123670
H6 -23.175560
L6 36.986670
H4 40.083330
"Iron 1980
H4 23.292500
LL6 23.390670
"Iron 1900
H5 33.533330
"Iron 1910
"Iron 1960
LL3.7 37.222220
"Iron 1951
H5 35.583330
"Iron 1948
L6 -23.870830
L 
Eucrite -32.871670
L6 -13.123330
L5 -39.850000
L6 35.300000
L5 -30.366670
H5 50.940000
LL6 35.633330
L6 35.659330
H5 35.671700
H6 35.683450
H6 35.672980
H5 35.680780
EL6 35.674050
H6 35.670100
H6 35.677250
H6 35.673550
H5 35.665940
H4 -72.653330
LL6 
LL5 
CK5 
CM2 
H6 
L5 
H5 
L5 
LL6 
H5 
H5 
H5 
LL5 
LL5 
H5 
H6 
H6 
L5 
L6 
L6 
L5 
L5 
H5 
LL5 
L5 
L4 
LL5 
L6 
LL6 
LL6 
H6 
LL5 
L6 
L3 
LL5 
LL6 
H5 
LL5 
H5 
L5 
L5 
H5 
H6 
H6 
LL5 
L5 
LL5 
L5 
LL5 
L5 
L5 
H5 
"Iron 2004
H5 
H5 34.083330
H6 
H6 
LL6 
H5 
H6 
H6 
LL5 
H5 
H5 
L5 
L5 
L5 
L5 
L6 
H6 
L5 
H6 
LL5 
H6 
H6 
H5 
LL5 
"Iron 2004
L5 
LL6 
H5 
L6 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H6 
L5 
H5 
LL6 
H6 
H5 
L5 
H5 
H6 
LL6 
H4 
H5 
H6 
L5 
H5 
H5 
L5 
L5 
H5 34.083330
L5 
L5 
H5 
H5 
L5 
L5 
LL5 
H6 
H5 
L6 
Acapulcoite 
H5 
L5 
LL6 
H5 
L5 
H6 
H6 
LL5 
L5 
L5 
Achondrite-ung 
LL5 
L6 
L5 
H5 
LL6 
L5 
LL5 
H5 
L5 
L5 
L5 
H3 
L5 
L5 
L5 
Achondrite-ung 
L5 
L6 
L5 
LL6 
CM2 
Martian (shergottite) 
Martian (shergottite) 
LL5 
L5 
LL5 
L6 
L5 
L5 
LL5 
L6 
L5 
L5 
H5 
L5 
L5 
H6 
H5 
H5 
H5 
L5 
H5 
L5 
LL5 
LL5 
L6 
H6 
H5 
H5 
H5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
LL5 
H5 34.083330
"Iron 2004
L5 
L5 
CV3 
L5 
L5 
L5 
L6 
L5 
L5 
CM2 
L5 34.422220
L6 41.650000
"Iron 1852
"Iron 1892
L 34.065000
H5 37.116670
H4 37.116670
H5 37.083330
H 37.083330
L6 50.285330
H4 35.766670
H5 -23.083330
L5 -23.083330
L4/5 -23.083330
H3.4 34.866670
H3.8 33.783330
L6 33.716670
H5 33.883330
L6 34.083330
L6 34.216670
L6 34.083330
L4 33.083330
H5 33.750000
H5 34.100000
H5 34.100000
L5 34.100000
H5 34.100000
H5 34.100000
L6 34.216670
H5 34.316670
L5 34.116670
L5 34.133330
H5 33.818060
L6 34.216670
H5 34.183330
H5 34.083330
L5 34.083330
L6 34.150000
Ureilite 33.800000
L5 34.083330
H4 34.083330
H4 34.283330
H3.9 33.783330
H5 34.083330
L4 34.083330
H5 34.083330
L6 34.083330
H5 34.083330
H4/5 34.083330
H5 34.300000
H5 34.083330
H5 34.083330
L5 34.083330
H5 34.083330
H4/5 34.083330
L6 34.250000
L6 34.233330
H5 34.100000
L6 34.133330
L6 33.616670
LL4 34.083330
L4 34.083330
L5 34.216670
L6 
H5 34.100000
H5 33.883330
H5 34.300000
H5 34.300000
H5 34.416670
L5 34.216670
L4 34.083330
L6 34.083330
H5 34.083330
H5 34.083330
H5 34.216670
L4 34.083330
H5 34.083330
H5 33.616670
L5 34.100000
L5 34.100000
L5 34.100000
L5 34.100000
L5 34.100000
L4 34.100000
L5 34.100000
H5 34.083330
L5 34.083330
H3.10 34.183330
L4 34.083330
L4 34.083330
L4 34.083330
H4 34.100000
H6 34.050000
H5 33.633330
H4 34.083330
H5 33.666670
L4 34.200000
L4 34.316670
L6 34.283330
H5 34.066670
H4 33.883330
H5 34.133330
H4 34.283330
H4 34.083330
L5 34.083330
H4/5 
L5 34.083330
L5 34.083330
L/LL5 34.091670
L5 34.091670
H4 33.958330
L6 34.216670
H(5?) 33.600000
L5 34.300000
H5 34.050000
L5 33.995000
L6 33.738830
L5 33.722170
H5 34.188330
L6 34.216670
L6 34.216670
H5 34.216670
L6 34.216670
L4 33.736667
"Iron 1953
LL3 34.827930
L 34.833330
"Iron 1896
H5 30.816670
L5 30.058060
H4 30.066670
H5 39.166670
"Iron 1990
H6 -29.800000
L5 35.950000
L6 35.950000
H5 20.000000
L6 20.000000
Iron 20.000000
"Iron 1844
H5 48.348000
H5 39.500000
L6 38.616670
L5 39.616670
"Iron 1863
H5 32.133330
L5 81.166670
"Iron 1890
H4 34.756370
H4 34.756350
H4 34.758730
H5 34.750780
H-metal 34.746670
L6 30.266670
Iron 32.865830
L3.8 
L-imp melt 
C3/4-ung 
H4-6 
C3-ung 
L-imp melt 
L-imp melt 
E6 
H5 
H5 
Ureilite 
Winonaite 
L3 
Eucrite 
CO3.4 
CV3 
R3 
Achondrite-ung 
H4 
LL3 
LL6 
"Iron 2003
L6 
L5 
L6 
H6 
L4/5 
L/LL5/6 
H4/5 
H5 
Chondrite-ung 
L/LL5/6 
L/LL6 
LL6 
H5 
H4/5 
H6 
L3/4 
H5/6 
H5 
L/LL5/6 
H4 
H4 
L4/5 
H4 
H3/4 
H4 
L5/6 
LL5/6 
L5 
H5 
H4 
H5 
H4 
LL7 
Chondrite-ung 
L4 
Chondrite-ung 
H6 
H4 
LL6 
L5 
L5 
H5 
H4 
H6 
L6 
H3/4 
LL6 
L/LL5/6 
H4 
L5/6 
L6 
LL6 
H6 
H6 
L4 
L6 
H4 
H5 
LL5/6 
EH3 
L6 
L6 
H5 
L6 
L6 
L5/6 
EH3 
L5/6 
EH3 
LL5 
H6 
H4/5 
L5 
EH3 
H5 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
H5 
EH3 
LL6 
EH3 
LL6 
EH3 
EH3 
LL6 
EH3 
EH3 
EH3 
EH3 
L4 
H4 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
L5 
EH3 
EH3 
EH3 
EH3 
L6 
L6 
LL5/6 
LL5/6 
L/LL4 
LL4 
L5 
L6 
L5/6 
LL6 
L4/5 
EH3 
EH3 
EH3 
EH3 
EH3 
EH3 
LL5/6 
L4 
LL6 
L5 
L5 
EH3 
EH3 
L5 
EH3 
EH3 
H5 
EH3 
L5 
EH3 
EH3 
EH3 
EH3 
L5 
L5 
L5 
H5 
L5 
H5 
L5/6 
L6 
H5-6 
L4 
L5/6 
L5 
H5 
L5 
H4/5 
L5 
L5 
L4 
H5 
L5 
H5 
L5 
L3.9 
L4 
H6 
H5 
L5/6 
L5 
L6 
L5/6 
L4 
LL6 
L/LL3.2 
LL4-6 
L5 
H5 
L/LL3 
CV3 
H5 
CO3 
Mesosiderite 
H 
Eucrite 
Diogenite 
L6 
H5 
LL3.5 
L6 
R4 
L6 
L5-6 
L/LL3 
L3.7 
L4 
LL4-6 
CO3 
L6 
H4-6 
H5 
Mesosiderite 
L4 
L6 
Mesosiderite 
Ureilite 
Ureilite 
L4 
LL6 
L3.8 
H4 
H3 
L3-6 
L3 
L3 
H3-6 
L3 
H4 
L6 
H~4 0.000000
H6 
H5 0.000000
L5 
L~6 0.000000
H3.8 
H3.8-6 
Howardite 
H4/5 
LL6 
LL3 
H6 
L~6 0.000000
Ureilite 
L5-6 
Howardite 
H6 
LL3.5 
L/LL3.5 
E6 
L5 
LL6 
R5 
R3-5 
L5 0.000000
R3-6 
CO3 
L4 
Angrite 
H6 
L6 
L6 
H5 
H5 
H5 
H6 
H5 
H5 
H5 
H5 
H6 
H5 
"Iron 1974
"Iron 1968
H3.6 -21.192220
H4 27.000000
L6 -23.826000
H5 -24.203330
Iron 38.983330
H5 39.400000
L6 66.800000
H5 40.916670
"Iron 1850
"Iron 1894
"Iron 1897
L5 34.000560
L4 -27.558610
H4 -35.533330
"Iron 1882
H4 36.000000
"Iron 1868
"Iron 1920
L5/6 32.166570
H5 24.700000
L5 -25.575000
H6 -25.575000
H5 -25.446167
L4 -25.447333
H6 -25.445833
H3.6 -25.446333
H6 -25.447500
LL6 -25.448500
CO3 -25.447667
H3.8 -25.447667
H4 -25.447833
H5 -25.443167
L3 -25.443833
L6 -25.445000
L6 -25.444500
H5 -25.444167
H6 -25.443500
L5 -25.443000
L6 -25.442500
H5 -25.441500
H4 -25.441667
L6 -25.442500
H5 -25.443000
L6 -25.440000
H5 -25.372000
L6 -25.442500
H3-5 -25.442667
H5 -25.441167
H3 -25.441833
H5 -25.441833
L3 -25.440333
H5/6 -25.442500
H6 -25.440833
L6 -25.440333
H5 -25.439667
L6 -25.440500
L5 -25.439833
H5 -25.441833
L6 -25.371000
H3-5 -25.440000
H/L6 -25.439500
H3 -25.444833
H5 -25.443167
H5 -25.443667
H3 -25.443500
H5 -25.442333
H5 -25.443000
H5 -25.447333
H5 -25.439333
H6 -25.439667
H5 -25.438667
L3 -25.439500
H5 -25.440000
L4 -25.440670
H3 -25.439330
L5 -25.438830
L6 -25.449000
LL6 -25.449330
L5 -25.449000
H5 -25.446500
L5 -25.440670
H5 -25.425170
H5 -25.583330
L6 -25.583330
H4 -25.583330
L6 -25.583330
H -33.333330
L6 29.500000
"Iron 1971
H5 39.430000
H5 40.816670
"Iron 1936
L5 
H5 
LL5 
LL5 
L5 
L5 
L5 
L5 
L5 40.433330
LL6 
LL6 
LL5 
L6 
L5 
LL5 
L5 
L5 
L5 
L5 
LL5 
LL5 
L5 
L5 
Howardite 
Diogenite 
L5 
L5 
L5 
L5 
LL5 
LL5 
H5 
L5 
LL5 
LL5 
LL5 
LL5 
H5 
LL4 
L5 
Eucrite-br 
L5 
L5 
L5 
LL6 
H5 
L5 
LL5 
LL5 
H5 
LL5 
H5 
LL4 
L5 
LL5 
L5 
LL5 
LL4 
LL5 
LL5 
LL5 
"Iron 1925
"Iron 1938
"Iron 1872
"Iron 1875
"Iron 1976
"Iron 1921
"Iron 1810
"Pallasite 1950
L3 -33.509440
"Iron 1958
"Iron 1960
"Iron 1883
"Iron 1892
L6 39.844330
"Iron 1940
"Iron 1854
"Iron 1964
L/LL3 26.445500
H6 26.812000
L6 26.427670
L6 27.138830
L6 26.842500
H5 24.297000
L5 24.400000
"Iron 1923
"Iron 2002
H4 37.523920
L5 20.516670
L5/6 20.971830
H4 20.979000
L6 20.796000
Martian (shergottite) 20.996000
L6 20.927000
H4 20.952330
Martian (shergottite) 20.980500
H5 20.991500
H6 20.992000
H5 21.003330
L6 20.982500
H5 20.965500
L5 21.019830
H5 21.048000
H6 20.978670
L4 20.968330
H5 20.551000
L6 20.682670
L5 20.694330
L6 21.052330
L6 21.071830
H6 21.090330
L6 21.115330
L6 21.021830
L6 21.058500
H5 20.967500
L4 21.065670
H5 21.084830
L6 20.825830
L6 21.051000
L6 21.054000
H6 20.996670
H5 21.065170
H5 20.673670
H5 20.665830
L6 21.069170
L6 21.068170
L6 21.056940
CV3 21.063610
H5 21.075560
L5 
L6 20.723060
H3-5 20.936670
H5 21.060830
L6 21.043610
H5 20.823330
H6 20.938330
H5 21.009170
H5 20.980670
L6 20.975830
Martian (shergottite) 20.974000
H5 21.011000
H6 21.015000
L6 20.982830
L5 20.973500
L6 20.530000
H6 21.061670
L5 20.456670
H4 20.541670
Martian (shergottite) 20.980000
L6 20.506670
L4 21.060000
H5 20.581670
H5 21.000000
H5 21.035000
LL5 20.531670
L5-6 20.043330
H5 21.326670
H6 20.819000
L5/6 20.775170
H5/6 20.819000
H5 20.638170
H5 20.651500
H5 20.627500
H3-5 20.684500
L6 20.732500
H6 21.011830
L6 21.004000
H4 21.051830
H6 21.051830
L4 21.051830
L/LL4 21.051830
LL6 21.051830
LL6 21.051830
CV3 21.068330
L5 20.710000
H5 20.320000
L6 20.530000
L/LL3.6/3.7 20.881670
Martian (shergottite) 21.000000
LL5 21.166670
LL5 21.170170
LL5 21.099170
Martian (shergottite) 20.991150
H6 21.123070
H4/5 21.109120
H6 21.145400
H5 21.144930
H5 20.615700
H4/5 20.827520
L6 21.053030
L5 20.935000
L6 20.983330
H5 21.018330
H5 21.058330
L4 20.541670
LL6 20.926670
H6 21.066670
H5 21.085000
H6 20.990000
H6 20.985000
H5 21.043330
H5 21.060000
L5 21.046670
H6 20.460000
L6 20.541670
H5 20.536670
LL3 20.998330
H4 21.003330
Martian (shergottite) 21.003330
H4 21.008330
L6 21.070000
L6 21.020000
H5 21.008330
Martian (shergottite) 21.006670
L6 20.980000
H4/5 21.088330
H6 20.998330
H5 21.090000
L5 
Martian (shergottite) 21.003330
CV3 21.070000
H5 21.068310
L5 20.998670
