recclass reclat
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
LL5 -76.183330
H5 -76.183330
L6 -76.183330
EH3 -76.183330
L6 -76.183330
H6 -76.183330
LL6 -76.183330
H6 -76.183330
H6 -76.183330
L6 -76.183330
L4 -76.183330
L6 -76.183330
H5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
LL6 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
L5 -76.183330
CM2 -76.183330
CM2 -76.183330
CM2 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
EH4 -76.183330
L4 -76.183330
H5 -76.183330
L4 -76.183330
L6 -76.183330
H6 -76.183330
LL3.4 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
H5 -76.183330
L6 -76.183330
L4 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H4-an -76.183330
L5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
H5 -76.183330
EH4/5 -76.183330
LL5 
L6 -76.183330
LL6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
LL4 -76.183330
H6 -76.183330
H6 -76.183330
LL6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H4 -76.183330
L3.6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
LL6 
L6 -76.183330
H6 -76.183330
H5 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
L/LL3.2 -76.183330
H5 -76.183330
H5 -76.183330
H6 -76.183330
H5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
L6 -76.183330
H5 -76.183330
EH4/5 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
LL4 -76.183330
LL4 -76.183330
L6 -76.183330
L3.8 -76.183330
EH4/5 -76.183330
L5 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L5 -76.183330
LL6 
EH4/5 -76.183330
L5 -76.183330
L5 -76.183330
CM2 -76.183330
L5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L4 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
CH3 -76.183330
L5 -76.183330
L4 -76.183330
LL6 -76.183330
H6 -76.183330
L4 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
L6 -76.183330
H4 -76.183330
H5 -76.183330
L6 -76.183330
L6 -76.183330
H5 -76.183330
L6 -76.183330
CR2 -76.183330
H5 -76.183330
L6 -76.183330
Ureilite -76.183330
H5 -76.183330
H6 -76.183330
H6 -76.183330
L5 
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
LL6 -76.183330
H6 -76.183330
L6 -76.183330
L5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
CR2 -76.183330
L6 -76.183330
H4 -76.183330
L6 -76.183330
L4 -76.183330
H6 -76.183330
L4 -76.183330
Ureilite -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H5 -76.183330
L6 -76.183330
EH4/5 -76.183330
H6 -76.183330
H6 -76.183330
H6 -76.183330
LL5 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H6 -76.183330
LL6 -76.183330
EH4/5 -76.183330
H4 -76.183330
LL6 -76.183330
L6 -76.183330
L6 -76.183330
Ureilite -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L6 -76.183330
LL5 -76.183330
Ureilite -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
L4 -76.183330
Ureilite -76.183330
L6 -76.183330
L6 -76.183330
Ureilite -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L5 -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
L5 -76.183330
L6 -76.183330
EH4/5 -76.183330
H6 -76.183330
L6 -76.183330
H6 -76.183330
L4 -76.183330
L6 -76.183330
H5 -76.183330
H6 -76.183330
L6 -76.183330
L6 -76.183330
L6 -76.183330
LL5 -76.183330
Howardite -76.183330
H5 -76.183330
Brachinite -76.183330
L6 -76.183330
H4 -76.183330
L5 -76.183330
H5 -76.183330
Brachinite -76.183330
Howardite -76.183330
L6 -76.183330
L6 -76.183330
H6 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
L5 -76.183330
L5 -76.183330
L5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
L5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
H5 -76.183330
CK4 -76.183330
H5 -76.183330
H5 -76.183330
H6 -76.183330
L5 -76.183330
H6 -76.183330
H6 -76.183330
CM2 -76.183330
H5 -76.183330
L5 -76.183330
L5 -76.183330
H6 -76.183330
H5 -76.183330
Howardite -76.183330
L5 -76.183330
H5 -76.183330
H5 -76.183330
H6 -76.183330
H5 -76.183330
H5 -76.183330
L5 -76.183330
H5 -76.183330
H5 -76.183330
L5 -76.183330
H5 -76.183330
H5 -76.183330
L4 -76.183330
L6 -76.183330
L4 -76.183330
Martian (shergottite) -76.290830
Diogenite -76.330000
L6 -76.290000
Eucrite-pmict -76.291670
Eucrite-pmict -76.291110
Eucrite-pmict -76.291110
H5 -76.288600
L5 -76.290280
L6 -76.291670
Eucrite-pmict -76.291110
"Iron 1959
L6 -34.500000
L6 33.783330
OC 33.916670
H5 33.790000
"Iron 
H5 37.016670
L6 72.883330
L5 -28.900000
"Iron 1960
H6 38.783330
Iron -23.833330
H4 38.500000
H4 31.533333
"Iron 1990
CM2 27.314170
H5 -29.450000
Mesosiderite -57.786670
"Iron 1936
"Iron 1971
Mesosiderite-A3 43.563330
"Iron 1854
"Iron 1940
L6 33.218880
H4 31.333330
"Iron 1883
H5/6 27.266670
L6 40.031670
H5 -25.296470
H4 51.866670
H4 27.000000
L/LL3.4 -33.866670
"Iron 
"Pallasite 1951
H5 34.611670
H6 33.900000
H5 -24.229830
L4 -32.033330
"Iron 1970
L5 35.983330
H5 47.958330
H5 34.470000
H4 28.833330
H5 36.816670
"Iron 1907
"Iron 1974
"Iron 1986
H5 45.333330
L6 33.843330
H5 36.333330
L5 40.250000
H5 39.616670
"Iron 1977
H6 36.550000
L3.5-5 36.583330
H5 -30.440280
"Iron 
H5 34.000000
OC 52.800000
H5 31.389720
Iron 49.883333
H5 
H4 
H5 
H5 
"Pallasite 1902
L5 34.266670
OC 34.298330
"Iron 1992
"Iron 1974
L5 34.433330
H3.8 39.230000
H5 44.048330
H3.7 40.683330
H6 32.522500
L4 34.193330
"Iron 1912
H5 33.983330
L5 32.800000
H6 32.903330
"Iron 1932
L4 33.506670
L5 33.495560
H5 -30.816670
L6 -30.983330
H3 -30.900000
L6 -30.466670
H4 -30.458330
L6 -30.633330
H4 -30.785000
L6 -30.750000
L6 -30.150000
L4 -30.116670
H5 -30.150000
H5 -30.150000
L6 -30.150000
H5 -30.783330
H4 -30.783330
H5-6 -30.153830
H4 -30.174170
H6 -30.166670
H5 -30.166670
L5/6 -30.737830
L6 -30.757000
L5 -30.772830
L4 -30.781670
LL6 -30.758000
L5 -30.756000
H5/6 -30.757000
L5/6 -30.759670
L7 -30.732330
H3-5 -30.731500
L6/7 -30.731000
H4 -30.737830
L6/7 -30.716670
EL6 -30.750000
L6 -30.750000
L6 -30.750000
H6 -30.750000
H4 -30.750000
LL5 -29.416670
H5 -29.583330
"Iron 1891
"Iron 1856
Iron 30.916670
Winonaite -35.133330
H4 33.100000
"Iron 1998
CBa 33.610000
"Iron 1924
"Iron 1890
H5 34.716370
L6 32.333330
"Iron 1866
H5 36.716670
L6 38.500000
"Iron 1919
L4 38.500000
H3.5 -30.608330
L5 34.540000
H5/6 -72.951940
H3 -72.952500
H6 -72.951940
H5 -72.951670
L3 -72.951670
H5 -72.951670
L4 -72.951940
L3 -72.951940
H6 -72.952780
H5 -72.952500
H5 -72.963610
Ureilite -72.971110
H3 -72.987220
H3/4 -72.988890
H5 -72.988890
H3 -72.989170
H3-4 -72.988890
H5 -72.988890
H3-6 -72.990000
H6 -72.989720
H5 -72.986670
H6 -72.987500
L4 -72.952500
L3 -72.988890
H4 -72.988890
H4 -72.990280
H6 -72.990280
L4/5 -72.990560
Ureilite -72.990830
H3-6 -72.990000
H3 -72.990830
H3-6 -72.990280
H3 -72.988890
H3 -72.988890
H3-6 -72.988890
H3-6 -72.988890
H3 -72.988890
H3/4 -72.989440
H3/4 -72.988890
H3-6 -72.990830
H3-5 -72.989170
H3-5 -72.988330
H5 -72.989170
H4 -72.989170
H4 -72.989440
H4/5 -72.989720
H3/4 -72.989440
H3/4 -72.989440
H4-6 -72.990000
H4 -72.989170
H3 -72.989440
H3 -72.989720
H3 -72.988330
L3 -72.953330
H3 -72.988060
H3-6 -72.988610
H4 -72.988890
H3 -72.988890
H6 -72.989440
H3 -72.990000
H5 -72.987780
H3 -72.987780
L6 -72.988060
H3 -72.988060
H3 -72.988610
H3 -72.989170
H3-6 -72.989720
H5 -72.990000
H3 -72.990000
H4-6 -72.989720
H5 -72.990000
H3-6 -72.990000
H3 -72.990000
H3 -72.990560
H4/5 -72.990560
H6 -72.952780
L6 -72.954170
L6 -72.952500
H6 -72.951940
H3-6 -72.989720
H3-6 -72.989720
H5-6 -72.989720
H3 -72.990830
H4 -72.988890
H5 -72.973330
H5 -72.954170
Ureilite -72.952220
Ureilite -72.952220
LL(L)3 -72.952220
L4 -72.951940
H3-6 -72.951940
L6 -72.951940
L/LL3 -72.953610
H6 -72.953330
H6 -72.953330
L6 -72.954170
L6 -72.951670
H5-6 -72.951670
H4 -72.951670
LL4 -72.951940
H4 -72.952220
L4 -72.954170
H4/5 -72.951670
H6 -72.950280
H5 -72.951940
L4 -72.952220
H6 -72.952780
H6 -72.952780
H6 -72.952220
L4 -72.951670
L4 -72.953060
H6 -72.954170
H6 -72.951940
H3 -72.952780
H3 -72.994440
H3/4 -72.970560
H6 -72.990830
H3 -72.991940
H3 -72.991940
H5 -72.952220
H4-5 -72.951940
H6 -72.951670
H6 -72.952500
H6 -72.951940
L6 -72.951670
H6 -72.951940
L3 -72.952220
H6 -72.953060
H3 -72.992220
H3 -72.992220
L6 -72.992500
H5 -72.992220
H5 -72.992500
H3 -72.993610
H5 -72.992220
H3 -72.994720
H6 -72.994720
H6 -72.977500
H5/6 -72.992220
H4 -72.992220
H3 -72.992220
H3 -72.993060
H4 -72.993060
H6 -72.992780
Ureilite -72.973610
L4 -72.934170
H4 -72.988330
H6 -72.959720
H3 -72.987780
H4 -72.988060
H3 -72.988330
H3-5 -72.988330
H3 -72.988330
H3/4 -72.989440
H5 -72.989440
H5/6 -72.989440
H3 -72.989440
H3 -72.989720
H5 -72.992500
H3 -72.993330
H3 -72.993330
H4 -72.989440
H3/4 -72.989170
H5 -72.986940
H6 -72.951940
H5 -72.951670
H6 -72.952780
H4-5 -72.952500
H6 -72.952500
L3 -72.972220
Lodranite -72.953860
H6 -72.952920
H3 -72.952750
H5/6 -72.952750
EL4 -72.955140
H6 -72.952190
H5 -72.952360
H6 -72.951110
H6 -72.951310
L6 -72.951310
LL3 -72.951690
H5 -72.951690
H~5 -72.951860
H5 -72.951470
H5 -72.952170
H5 -72.952330
H5 -72.952720
H6 -72.953080
H6 -72.952690
L6 -72.952690
H6 -72.951140
Ureilite-pmict -72.950890
H6 -72.951750
H4 -72.952670
H6 -72.952610
L6 -72.954220
L3-6 -72.952750
H5 -72.952750
H5 -72.952750
L4 -72.952750
H6 -72.952030
L6 -72.952030
H~5 -72.952030
H5 -72.951560
L5 -72.951500
H5 -72.951440
L4 -72.951440
L3 -72.951610
H5 -72.951610
H5 -72.951610
H3-4 -72.951080
H4 -72.951360
H4-5 -72.951920
H6 -72.951940
H6 -72.951940
H5-6 -72.952170
H4/5 -72.953330
H6 -72.952580
L3 -72.952220
L3 -72.952220
H6 -72.953580
H6 -72.953580
H6 -72.952810
L6 -72.952440
H4 -72.951310
H5 -72.951640
L6 -72.952750
H6 -72.952420
H6 -72.953080
H3-4 -72.988000
H3 -72.988970
H5 -72.995420
H4 -72.995420
H5 -72.995580
H6 -72.995640
H3 -72.994860
H3 -72.995170
H3-6 -72.994860
H3 -72.994530
H5/6 -72.952970
H4 -72.953360
H6 -72.953390
H5 -72.952330
H4 -72.953970
H5 -72.952810
L6 -72.952560
H6 -72.954140
H3 -72.987780
H4 -72.988860
H4-6 -72.995310
H3-6 -72.995470
H3-5 -72.995470
H5 -72.994780
H5 -72.956690
H4 -72.961330
H4 -72.964330
H3/4 -72.993940
L6 -72.995030
H3 -72.994220
H6 -72.951440
L6 -72.951440
H~5 -72.951610
L6 -72.951780
H~5 -72.951780
H4 -72.952220
H4 -72.952280
H5 -72.952280
H4 -72.952280
H5 -72.952750
L4 -72.952730
L5 -72.952950
H6 -72.953550
H4 -72.953880
L6 -72.953900
L4 -72.953920
L3 -72.953020
H5 -72.952670
H6 -72.952670
H6 -72.952670
H6 -72.952670
L3 -72.952780
H6 -72.952780
H6 -72.952250
H4 -72.952950
L4 -72.952770
H5 -72.952750
L4 -72.952750
H4 -72.952430
L4 -72.953100
H6 -72.952520
H5 -72.952450
H5 -72.953120
H4 -72.953120
H6 -72.952900
L3 -72.952680
H4 -72.952150
H6 -72.952050
H4 -72.952300
H5 -72.952020
H5 -72.952020
H4 -72.952430
H6 -72.951900
H6 -72.952350
H4 -72.964180
H3 -72.951830
L6 -72.950500
Ureilite -72.950770
L6 -72.951630
Ureilite -72.953300
H6 -72.952120
H6 -72.952120
H4 -72.966630
H6 -72.966630
L6 -72.952400
LL3 -72.951280
H5 -72.950580
H6 -72.951950
H6 -72.951950
L5 -72.952400
L4 -72.963130
LL3 -72.952850
LL3 -72.952830
H5 -72.951450
LL3 -72.951370
H6 -72.951580
H4 -72.951930
L6 -72.954300
H5 -72.953050
H5 -72.952930
L6 -72.954880
L6 -72.954880
H6 -72.954880
H6 -72.954880
H3 -72.954880
H5 -72.954880
H6 -72.954880
H5 -72.954880
H4 -72.954880
H3 -72.954880
H4 -72.954880
H5 -72.954880
H4 -72.954880
L5 -72.954880
H4 -72.954880
H4 -72.954880
H4 -72.954880
H4 -72.954880
H5 -72.954880
H5 -72.954880
H4 -72.954880
H3 -72.954880
H3 -72.954880
H5 -72.954880
H4 -72.954880
H4 -72.954880
H3 -72.954880
H4 -72.954880
H5 -72.954880
H3 -72.954880
H3 -72.954880
H3 -72.954880
H5 -72.954880
H5 -72.954880
H6 -72.954880
H3 -72.954880
H4 -72.954880
H6 -72.957250
H5/6 -72.955020
H3.6 -72.955020
L6 -72.954980
H4 -72.955510
L/LL3 -72.972960
H5/6 -72.953410
L7 -72.954880
L7 -72.953810
H5 -72.954040
Lodranite -72.954880
H5 -72.954880
H6 -72.954890
H4-5 -72.955330
H6 -72.954000
H6 -72.953810
H4 -72.954880
L/LL(?)3 -72.954880
L7 -72.955560
H5 -72.954880
H4 -72.954880
H4 -72.954880
H5 -72.954880
H6 -72.954040
H5 -72.954130
H3 -72.954040
L(?)3 -72.953590
H4 -72.953500
H4 -72.953150
H4 -72.952610
H3.4 -72.954880
H6 -72.955560
L7 -72.955560
LL4 -72.953100
Ureilite -72.953280
H5 -72.954400
H5 -72.954310
L4 -72.953950
H5 -72.953950
H6 -72.953770
LL4 -72.953900
H6 -72.967520
L5 -72.958060
L4 -72.956230
H6 -72.955960
L4 -72.953370
H6 -72.954890
H5/6 -72.955600
H5 -72.955600
H6 -72.953460
L4 -72.956230
H5 -72.955060
Ureilite -72.955780
H6 -72.953410
L6 -72.955380
H6 -72.952650
L7 -72.955470
H5 -72.954170
H6 -72.955600
H6 -72.952790
L7 -72.953280
H6 -72.953100
H6 -72.954570
L7 -72.954310
L7 -72.953590
H6 -72.954310
H6 -72.953100
H6 -72.954310
L4 -72.954570
H5 -72.954880
H6 -72.955630
H6 -72.955560
H5 -72.953640
H4/5 -72.956070
L3 -72.955560
H5 -72.954310
H6 -72.989720
H5 -72.994440
L4 -72.954980
L7 -72.954800
H5 -72.957250
L6 -72.953100
H5 -72.954880
H6 -72.953280
L7 -72.955060
L6 -72.955330
H5 -72.956670
H4 -72.955330
H6 -72.955420
H5 -72.954310
H4 -72.953860
H6 -72.953860
H6 -72.953410
H4 -72.953410
H4 -72.954040
L6 -72.954890
L6 -72.954890
L4 -72.954880
L6 -72.954930
H6 -72.954040
H5 -72.954880
H5 -72.954170
H6 -72.952250
H6 -72.951980
H5 -72.954880
H6 -72.954890
L4 -72.953590
H4/5 -72.954880
H4 -72.953990
H4/5 -72.954890
L6 -72.956050
H5 -72.955560
H6 -72.954350
H6 -72.953190
H6 -72.953990
H5 -72.954880
H3 -72.954880
H3 -72.962220
H4/5 -72.956000
H6 -72.954310
H3-5 -72.954880
H4 -72.955110
H5 -72.960020
H5 -72.954880
L7 -72.954040
LL4 -72.954040
H6 -72.954130
H6 -72.953410
H6 -72.953150
H6 -72.952700
H6 -72.955560
L6 -72.953100
L3 -72.955560
H6 -72.955560
H6 -72.955560
LL4 -72.954310
L7 -72.954310
H5 -72.953590
H4 -72.953410
H6 -72.953500
H5 -72.955640
H5 -72.955560
H4-6 -72.954040
L6 -72.956140
L6 -72.956140
H6 -72.956140
L6 -72.955420
H4-5 -72.954130
H4 -72.954170
L/LL4 -72.954040
L6 -72.954310
L6 -72.954040
L4-6 -72.954350
L4 -72.955960
H5 -72.955560
H6 -72.953100
H4 -72.954890
Ureilite -72.954890
H6 -72.954880
H5 -72.954890
L5 -72.956670
H4 -72.954880
H5 -72.954880
H5 -72.954880
H6 -72.954880
H4 -72.954880
L6 -72.955560
H3 -72.954880
H4 -72.954880
H4-6 -72.990830
H4 -72.954880
H3 -72.954880
H5 -72.954310
H6 -72.953060
L6 -72.953640
H5 -72.955560
H6 -72.956090
L6 -72.956070
H5/6 -72.955630
Eucrite -72.990830
H4 -72.955910
Ureilite-pmict -72.955560
H5-6 -72.953630
H3.9/4 -72.954880
H6 -72.955730
H6 -72.954880
H3.9-6 -72.991670
H3-5 -72.954880
H5 -72.954880
H6 -72.954880
H5 -72.954880
H5 -72.954880
H5 -72.955830
L6/7 -72.955510
H6 -72.955060
L6 -72.955830
H6 -72.955780
H5 -72.955830
L6 -72.954720
H6 -72.953100
H6 -72.955780
H6 -72.955780
H3 -72.955560
H5/6 -72.955830
H6 -72.955780
Ureilite -72.950000
H4/5 -72.955280
L6 -72.955280
L5 -72.955000
Ureilite -72.956110
L6 -72.955640
L6 -72.956110
H5 -72.956450
H5 -72.954720
H5 -72.955060
H6 -72.954890
L6 -72.954890
L6/7 -72.955640
H5 -72.955600
H6 -72.955470
Acapulcoite/Lodranite -72.955560
H6 -72.968060
L6 -72.955830
H5 -72.952780
L5 -72.969720
H5/6 -72.971390
H6 -72.953890
Ureilite -72.954440
L4 -72.993330
H5 -72.981670
H5 -72.989720
L5 -72.953060
H6 -72.952500
H5 -72.958330
L6 -72.950830
L6 -72.952500
H5 -72.952500
L5 -72.981670
H6 -72.981670
L5 -72.955000
H5 -72.952500
H5 -72.991670
H5 -72.989720
H5 -72.989720
H5 -72.989720
H5 -72.988890
H6 -72.989720
H4 -72.951390
H4 -72.987170
H5 -72.987170
L5 
H5 -72.943000
H3 -72.988330
L3 -72.989720
L4 -72.952830
H4 -72.988830
H4 -72.990560
L6 -72.950830
H5 -72.989720
H5 -72.987170
H5 -72.955560
L6 -72.955560
L6 -72.951390
H3.8 -72.981670
H6 -72.954720
H4 -72.993060
H3.6 -72.989720
H3.2 -72.981670
H6 -72.988890
H5 -72.989720
H4 -72.991330
CO3 -72.973670
H6 -72.953610
H6 -72.951670
L6 -72.999720
H6 -72.965280
H4 -72.990560
LL3 -72.940170
L5 -72.954170
H6 -72.962500
H4 -72.989170
H6 -72.962500
L6 -72.989170
H4 -72.996670
H4 -72.988330
H6 -72.996670
H4 -72.996670
H5 -72.954170
H5 -72.954720
H5 -72.989170
H6 -72.954170
H6 -72.953060
H6 -72.989720
H4 -72.952500
H4(?) -72.996670
H5 -72.954170
Ureilite -72.951110
Acapulcoite -72.991330
H5 -72.952670
H4 -72.951110
H4 -72.989440
H5 -72.953890
H6 -72.954720
L6 -72.989440
H3 -72.951500
H6 -72.951110
H4 -72.989170
H6 -72.988330
H5 -72.952670
H6 -72.954720
H5 -72.950670
L6 -72.951390
H6 -72.953060
H6 -72.951330
H6 -72.991330
H5 -72.987000
L3 -72.958330
L5 -72.953330
CV3 -72.953330
CV3 -72.953330
L6 -72.955000
L5 -72.952780
H6 -72.953610
L6 -72.952780
H4/5 -72.952780
H5 -72.953330
L4 -72.953060
L6 -72.952220
H5 -72.952780
Ureilite -72.953610
H6 -72.953060
H6 -72.952500
L6 -72.951670
H6 -72.951670
H5 -72.949440
H4 -72.953890
H4/5 -72.953330
H5 -72.953330
H4 -72.953330
H6 -72.952220
H5 -72.952220
H5 -72.955000
L6 -72.955000
H6 -72.953330
H6 -72.952500
H4/5 -72.953610
L6 -72.949440
H5 -72.967780
H5 -72.989440
H4 -72.988890
H4 -72.988330
H5 -72.988330
H4/5 -72.988330
H4 -72.988330
H5 -72.989720
H4 -72.989720
H4 -72.989440
Eucrite-pmict -72.988610
H6 -72.989720
H4 -72.986670
H4 -72.989720
H4 -72.988890
H4 -72.988610
H4 -72.988610
L5 -72.955000
H5 -72.953330
H6 -72.989720
H5 -72.989170
L/LL3 -72.990560
H4 -72.989720
H4 -72.989720
H4 -72.992780
H4 -72.991670
H5 -72.994170
H4/5 -72.991390
H5 -72.991390
H6 -72.991110
H4 -72.990280
L6 -72.960830
H3 -72.994440
H3 -72.994720
H4 -72.996110
H5 -72.993060
L6 -72.993060
H5/6 -72.976670
H6 -72.946390
H5/6 -72.960830
H6 -72.990560
H3/4 -72.994440
H4 -72.995000
H4 -72.993060
H4 -72.995000
L5 -72.995000
H4 -72.994720
H4 -72.994170
H3/4 -72.989720
H4 -72.992500
H4 -72.974170
L5 -72.993330
H4 -72.991940
H5/6 -72.993330
H5 -72.987780
H3 -72.990000
L4 -72.955830
L6 -72.979720
H5 -72.985000
Lodranite -72.963610
L3 -72.962500
H6 -72.962500
H5/6 -72.984170
H4 -72.988890
H3/4 -72.990000
H3/4 -72.988060
H4 -72.962500
H5 -72.976390
H6 -72.952220
CO3 -72.963890
Iron 26.000000
"Pallasite 2000
Iron 32.700000
Iron 29.700000
"Iron 
"Iron 1950
H4 32.700000
H5 32.833330
L6 38.641670
H4 32.004150
"Iron 1984
CR 11.650000
H5 -28.866670
"Iron 1944
L6 -86.933330
H4 -86.933330
H4 38.266670
L6 41.266670
H5 33.863330
H5 -24.500000
"Iron 1901
H4 39.616670
"Iron 2009
L5/6 46.700000
L6 -82.500000
L6 -82.500000
H5 -82.500000
H4 -82.500000
H4 -82.500000
H4-6 -82.500000
L6 -82.500000
L6 -82.500000
H5 -82.500000
L5 -82.500000
H5 -82.500000
H4 -82.500000
L6 -82.500000
H5 -82.500000
L6 -82.500000
L6 -82.500000
L6 -82.500000
H6 -82.500000
H6 -82.500000
L6 -82.500000
H6 -82.500000
H6 -82.500000
Howardite -82.500000
H6 -82.500000
L6 -82.500000
H6 -82.500000
H6 -82.500000
L6 -82.500000
L6 -82.500000
H6 -82.500000
L6 -82.500000
L6 -82.500000
H6 39.700000
"Iron 1988
H5 41.966670
Iron 29.316670
H4 29.659720
H5 30.658330
L6 30.506670
L5 19.227780
"Iron 1836
Lodranite -33.683330
L5 33.033330
H5 -30.383330
H5 49.873610
"Pallasite 1954
"Iron 1915
H4 36.300000
"Iron 1922
L5 48.716670
"Iron 1934
"Iron 1925
H5 56.250000
"Pallasite 1884
"Iron 1976
Ureilite 26.166670
H4 -23.550000
L4 35.875000
H4 35.890000
L5 35.873330
H6 35.373330
L6 33.181390
L4 39.350000
H5 37.435000
"Iron 1938
H4 13.266670
H6 29.758830
Relict iron -12.263330
Martian (nakhlite) -18.850000
L3-6 34.800000
H3.7 34.800000
H4 34.800000
H 37.966670
"Iron 1883
L5 32.788333
"Iron 1929
L6 37.466670
L4 33.116670
CR2 
CV3 
L5 
L5 
L5 
L5 
H5 
LL5 
L5 
L5 
L5 0.000000
L5 0.000000
L5 
L5 
L5 
L5 
H5 0.000000
H5 0.000000
H5 
L6 
L5 
L5 
H5 
L5 
LL5 
L5 
L5 0.000000
H6 
Achondrite-ung 
Achondrite-ung 
CV3 
CM2 
L5 
LL6 
L6 
H6 
L6 
L5 
L6 
LL5 
L5 0.000000
H6 0.000000
LL5 0.000000
L5 0.000000
L6 0.000000
L5 0.000000
LL5 0.000000
LL5 0.000000
L6 0.000000
LL5 0.000000
L6 
L5 
L5 
L5 
H5 
H6 
L5 
Lunar (anorth) 
CM2 
L5 
L5 
L5 
L6 
LL5 
L5 
H5 
L5 
LL6 
L5 
L5 
LL5 
LL5 
CM2 
CK4 
L6 0.000000
LL5 0.000000
L5 0.000000
L5 0.000000
L3.5 0.000000
LL4 0.000000
L5 
L5 -86.716670
LL5 
LL6 
L5 
L6 
LL6 
LL6 
L5 
L5 
Eucrite-unbr 
L6 
L5 
H6 
L5 
L5 
L5 
L5 
L6 
LL5 
H6 
L5 
L5 
L5 
LL5 
L5 
L5 
L5 
H5 
L5 
L5 
L6 
L5 
L5 
L5 
L5 
L5 
L5 
LL6 
L5 
L6 
LL6 
L5 
H5 -86.716670
H5 -86.716670
L5 -86.716670
H5 -86.716670
Ureilite -86.716670
L6 -86.716670
H5 -86.716670
H3.7 -86.716670
Lodranite -86.716670
H5 -86.716670
H6 -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
L4 -86.716670
L5 -86.716670
L5 -86.716670
H5 -86.716670
H5 -86.716670
L6 -86.716670
LL6 -86.716670
L6 -86.716670
H5 -86.716670
L4 -86.716670
L4 -86.716670
L5 -86.716670
L5 -86.716670
L6 -86.716670
CR2 -86.716670
L6 -86.716670
L5 
H4 -86.716670
L4 -86.716670
H5 -86.716670
H5 -86.716670
L5 -86.716670
H5 -86.716670
CM2 -86.716670
Eucrite-br -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
L5 -86.716670
H5 -86.716670
H4 -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
H5 -86.716670
Eucrite-br -86.716670
